timestamp,symbol,side,quantity,price,order_id,order_status,confidence,account_cash_before,position_metrics,reasons,indicators
2026-02-19T22:10:57.279057,BTC/USD,buy,0.047251,67257.49,c2d815f4-6dd5-46a4-8f04-f662ab202533,pending_new,0.6195338758119786,52689.98,"{'quantity': 0.047251, 'position_value': 3177.9838284440775, 'position_pct': 0.06031476626948952, 'current_price': 67257.49, 'stop_loss': 65912.3402, 'take_profit': 70620.36450000001, 'trailing_stop': 66248.62765000001, 'risk_amount': 63.55967656888155, 'reward_amount': 158.8991914222039, 'risk_reward_ratio': 2.5, 'confidence': 0.6195338758119786, 'volatility': 0.004093224837604274}","['Price above SMA20 (67257.49 > 67244.55)', 'Stochastic oversold (5.2 < 20)', 'High volume (3.8x average)', 'Strong bear regime - reducing buy confidence']","{'price': 67257.49, 'rsi': 53.954804151674224, 'macd': 20.664626955389394, 'macd_signal': 26.38261139436895, 'sma_20': 67244.550875, 'bb_percent': 0.5818287440267154, 'stoch_k': 5.226222622110943, 'volume_ratio': 3.78036373886278, 'atr_percent': 0.004093224837604274, 'momentum_pct': -0.00025024405670353217}"
